transaction_id,timestamp,source_account,destination_account,amount,transaction_type,location_id,latitude,longitude,case_id,fraud_type,operation_state,device_fingerprint
TXN-000046,2026-08-22T10:34:16Z,COLL-1039,MULE1-1041,340269.65,transfer,zone_b,22.5805,88.3681,TRAIN-0003,investment_scam,distribution,fp_94d944813f
TXN-000047,2026-08-22T10:36:05Z,COLL-1039,MULE1-1042,207914.08,transfer,zone_a,28.5696,77.2174,TRAIN-0003,investment_scam,distribution,fp_94d944813f
TXN-000048,2026-08-22T10:37:30Z,MULE1-1040,MULE2-1043,178264.29,transfer,zone_b,22.5306,88.3325,TRAIN-0003,investment_scam,layering,fp_88a8932790
TXN-000049,2026-08-22T10:39:06Z,MULE1-1040,MULE2-1044,129501.65,transfer,zone_b,22.5294,88.4001,TRAIN-0003,investment_scam,layering,fp_88a8932790
TXN-000050,2026-08-22T10:40:17Z,MULE1-1040,MULE2-1045,69939.86,transfer,zone_b,22.5346,88.4029,TRAIN-0003,investment_scam,layering,fp_8780cb42c1
TXN-000051,2026-08-22T10:40:42Z,MULE1-1041,MULE2-1046,340269.65,transfer,zone_b,22.5845,88.3558,TRAIN-0003,investment_scam,layering,fp_e187f2b5a5
TXN-000052,2026-08-22T10:42:27Z,MULE1-1042,MULE2-1047,83817.3,transfer,zone_b,22.5942,88.3378,TRAIN-0003,investment_scam,layering,fp_ed07522a09
TXN-000053,2026-08-22T10:43:37Z,MULE1-1042,MULE2-1048,64236.0,transfer,zone_b,22.5357,88.3785,TRAIN-0003,investment_scam,layering,fp_ed07522a09
TXN-000054,2026-08-22T10:44:55Z,MULE1-1042,MULE2-1049,59860.79,transfer,zone_b,22.5542,88.3891,TRAIN-0003,investment_scam,layering,fp_112919c696
TXN-000055,2026-08-22T10:46:13Z,MULE2-1043,HUB-1050,178264.29,transfer,zone_b,22.5847,88.3702,TRAIN-0003,investment_scam,consolidation,fp_fed13577e2
TXN-000056,2026-08-22T10:46:42Z,MULE2-1044,HUB-1050,129501.65,transfer,zone_b,22.5764,88.3645,TRAIN-0003,investment_scam,consolidation,fp_a22290bf12
TXN-000057,2026-08-22T10:47:46Z,MULE2-1045,HUB-1050,69939.86,transfer,zone_b,22.6107,88.4018,TRAIN-0003,investment_scam,consolidation,fp_3dc167cb18
TXN-000058,2026-08-22T10:48:42Z,MULE2-1046,HUB-1050,340269.65,transfer,zone_b,22.5384,88.3973,TRAIN-0003,investment_scam,consolidation,fp_7924030144
TXN-000059,2026-08-22T10:50:20Z,MULE2-1047,HUB-1050,83817.3,transfer,zone_b,22.621,88.3946,TRAIN-0003,investment_scam,consolidation,fp_e36c7c3e79
TXN-000060,2026-08-22T10:52:05Z,MULE2-1048,HUB-1050,64236.0,transfer,zone_b,22.6043,88.3438,TRAIN-0003,investment_scam,consolidation,fp_51ea7a5d8c
TXN-000061,2026-08-22T10:52:42Z,MULE2-1049,HUB-1050,59860.79,transfer,zone_b,22.549,88.4029,TRAIN-0003,investment_scam,consolidation,fp_eb5225cd99
TXN-000062,2026-08-22T10:50:46Z,VICTIM-1051,COLL-1055,91534.31,transfer,zone_c,19.0821,72.8389,TRAIN-0004,investment_scam,collection,fp_97bed96163
TXN-000063,2026-08-22T10:52:02Z,VICTIM-1052,COLL-1055,240609.1,transfer,zone_b,22.6061,88.3722,TRAIN-0004,investment_scam,collection,fp_c2dc2b865d
TXN-000064,2026-08-22T10:53:17Z,VICTIM-1053,COLL-1055,174506.1,transfer,zone_c,19.0387,72.8585,TRAIN-0004,investment_scam,collection,fp_d902882f4e
TXN-000065,2026-08-22T10:53:37Z,VICTIM-1054,COLL-1055,51595.56,transfer,zone_c,19.047,72.8527,TRAIN-0004,investment_scam,collection,fp_6722546b56
TXN-000066,2026-08-22T10:54:49Z,COLL-1055,MULE1-1056,249044.37,transfer,zone_b,22.6152,88.3376,TRAIN-0004,investment_scam,distribution,fp_75b149aa2f
TXN-000067,2026-08-22T10:56:01Z,COLL-1055,MULE1-1057,309200.7,transfer,zone_b,22.6202,88.395,TRAIN-0004,investment_scam,distribution,fp_75b149aa2f
TXN-000068,2026-08-22T10:57:03Z,MULE1-1056,MULE2-1058,74201.62,transfer,zone_b,22.6008,88.3551,TRAIN-0004,investment_scam,layering,fp_d563cca0ee
TXN-000069,2026-08-22T10:58:48Z,MULE1-1056,MULE2-1059,174842.75,transfer,zone_b,22.609,88.395,TRAIN-0004,investment_scam,layering,fp_696edfa5c5
TXN-000070,2026-08-22T10:59:56Z,MULE1-1057,MULE2-1060,109554.99,transfer,zone_b,22.6098,88.3998,TRAIN-0004,investment_scam,layering,fp_7da1c48866
TXN-000071,2026-08-22T11:00:44Z,MULE1-1057,MULE2-1061,199645.71,transfer,zone_b,22.5426,88.4057,TRAIN-0004,investment_scam,layering,fp_7da1c48866
TXN-000072,2026-08-22T22:17:31Z,VICTIM-1062,COLL-1066,338666.78,transfer,zone_a,28.5677,77.2187,TRAIN-0005,investment_scam,collection,fp_3e2995e929
TXN-000073,2026-08-22T22:20:27Z,VICTIM-1063,COLL-1066,229855.27,transfer,zone_a,28.6075,77.2574,TRAIN-0005,investment_scam,collection,fp_223aa73d7d
TXN-000074,2026-08-22T22:21:26Z,VICTIM-1064,COLL-1066,491517.36,transfer,zone_a,28.6539,77.178,TRAIN-0005,investment_scam,collection,fp_e2449727b7
TXN-000075,2026-08-22T22:21:48Z,VICTIM-1065,COLL-1066,291297.08,transfer,zone_a,28.5641,77.2516,TRAIN-0005,investment_scam,collection,fp_fcd8e8c26e
TXN-000076,2026-08-22T19:22:43Z,VICTIM-1067,COLL-1071,431606.88,transfer,zone_b,22.5418,88.3804,TRAIN-0006,investment_scam,collection,fp_ffa756081e
TXN-000077,2026-08-22T19:25:57Z,VICTIM-1068,COLL-1071,373889.42,transfer,zone_b,22.5842,88.344,TRAIN-0006,investment_scam,collection,fp_ed7e34a501
TXN-000078,2026-08-22T19:30:37Z,VICTIM-1069,COLL-1071,185145.02,transfer,zone_b,22.553,88.3349,TRAIN-0006,investment_scam,collection,fp_22262810d3
TXN-000079,2026-08-22T19:35:33Z,VICTIM-1070,COLL-1071,189178.1,transfer,zone_c,19.0725,72.8719,TRAIN-0006,investment_scam,collection,fp_908bfd68fb
TXN-000080,2026-08-22T08:04:05Z,VICTIM-1072,COLL-1076,418290.56,transfer,zone_b,22.5837,88.3907,TRAIN-0007,investment_scam,collection,fp_c27b70e019
TXN-000081,2026-08-22T08:07:58Z,VICTIM-1073,COLL-1076,388012.16,transfer,zone_b,22.6112,88.3715,TRAIN-0007,investment_scam,collection,fp_0689ebf3f9
TXN-000082,2026-08-22T08:11:14Z,VICTIM-1074,COLL-1076,352758.05,transfer,zone_b,22.5626,88.3287,TRAIN-0007,investment_scam,collection,fp_f39ed6763f
TXN-000083,2026-08-22T08:11:16Z,VICTIM-1075,COLL-1076,151088.3,transfer,zone_b,22.6004,88.3358,TRAIN-0007,investment_scam,collection,fp_0e0432da03
TXN-000084,2026-08-22T22:14:03Z,VICTIM-1077,COLL-1083,317953.54,transfer,zone_c,19.0519,72.8524,TRAIN-0008,investment_scam,collection,fp_d2d6bed3cf
TXN-000085,2026-08-22T22:16:24Z,VICTIM-1078,COLL-1083,477517.82,transfer,zone_c,19.0887,72.8552,TRAIN-0008,investment_scam,collection,fp_e559eda0ce
TXN-000086,2026-08-22T22:17:03Z,VICTIM-1079,COLL-1083,451141.67,transfer,zone_c,19.0494,72.8613,TRAIN-0008,investment_scam,collection,fp_a948ebc021
TXN-000087,2026-08-22T22:21:39Z,VICTIM-1080,COLL-1083,325693.55,transfer,zone_b,22.5364,88.337,TRAIN-0008,investment_scam,collection,fp_752b903d09
TXN-000088,2026-08-22T22:22:57Z,VICTIM-1081,COLL-1083,373673.28,transfer,zone_b,22.529,88.3547,TRAIN-0008,investment_scam,collection,fp_6e08028a98
TXN-000089,2026-08-22T22:27:34Z,VICTIM-1082,COLL-1083,277150.17,transfer,zone_c,19.0676,72.8484,TRAIN-0008,investment_scam,collection,fp_71842a167e
TXN-000090,2026-08-22T22:29:07Z,COLL-1083,MULE1-1084,359170.7,transfer,zone_c,19.0737,72.922,TRAIN-0008,investment_scam,distribution,fp_7f6593e157
TXN-000091,2026-08-22T22:30:40Z,COLL-1083,MULE1-1085,512743.47,transfer,zone_c,19.1013,72.913,TRAIN-0008,investment_scam,distribution,fp_7f6593e157
TXN-000092,2026-08-22T22:32:13Z,COLL-1083,MULE1-1086,583919.78,transfer,zone_c,19.0798,72.9012,TRAIN-0008,investment_scam,distribution,fp_7f6593e157
TXN-000093,2026-08-22T22:33:46Z,COLL-1083,MULE1-1087,209786.98,transfer,zone_b,22.5714,88.3412,TRAIN-0008,investment_scam,distribution,fp_7f6593e157
TXN-000094,2026-08-22T22:35:19Z,COLL-1083,MULE1-1088,557509.1,transfer,zone_c,19.0289,72.8613,TRAIN-0008,investment_scam,distribution,fp_570b34a0f8
TXN-000095,2026-08-22T22:35:55Z,MULE1-1084,MULE2-1089,120702.9,transfer,zone_b,22.6207,88.3673,TRAIN-0008,investment_scam,layering,fp_3a1474dadc
TXN-000096,2026-08-22T22:37:05Z,MULE1-1084,MULE2-1090,113825.91,transfer,zone_b,22.5818,88.3802,TRAIN-0008,investment_scam,layering,fp_556b21d235
TXN-000097,2026-08-22T22:37:35Z,MULE1-1084,MULE2-1091,124641.89,transfer,zone_b,22.5869,88.3275,TRAIN-0008,investment_scam,layering,fp_556b21d235
TXN-000098,2026-08-22T22:38:36Z,MULE1-1085,MULE2-1092,242427.12,transfer,zone_b,22.5438,88.3466,TRAIN-0008,investment_scam,layering,fp_51f60212e9
TXN-000099,2026-08-22T22:40:33Z,MULE1-1085,MULE2-1093,270316.35,transfer,zone_b,22.6106,88.3417,TRAIN-0008,investment_scam,layering,fp_8beba793c6
TXN-000100,2026-08-22T22:40:55Z,MULE1-1086,MULE2-1094,329241.15,transfer,zone_b,22.5975,88.3191,TRAIN-0008,investment_scam,layering,fp_ebaad7dc09
TXN-000101,2026-08-22T22:41:59Z,MULE1-1086,MULE2-1095,254678.63,transfer,zone_b,22.545,88.3208,TRAIN-0008,investment_scam,layering,fp_f19606fc2f
TXN-000102,2026-08-22T22:42:21Z,MULE1-1087,MULE2-1096,62323.16,transfer,zone_b,22.5847,88.3378,TRAIN-0008,investment_scam,layering,fp_435bf93225
TXN-000103,2026-08-22T22:43:41Z,MULE1-1087,MULE2-1097,61258.62,transfer,zone_b,22.5895,88.3703,TRAIN-0008,investment_scam,layering,fp_55242286b4
TXN-000104,2026-08-22T22:44:28Z,MULE1-1087,MULE2-1098,86205.2,transfer,zone_b,22.5691,88.3395,TRAIN-0008,investment_scam,layering,fp_b088e9a430
TXN-000105,2026-08-22T22:46:23Z,MULE1-1088,MULE2-1099,209741.32,transfer,zone_b,22.5944,88.3917,TRAIN-0008,investment_scam,layering,fp_788d282a57
TXN-000106,2026-08-22T22:47:03Z,MULE1-1088,MULE2-1100,347767.78,transfer,zone_b,22.6191,88.3247,TRAIN-0008,investment_scam,layering,fp_30b1f84ada
TXN-000107,2026-08-22T22:48:36Z,MULE2-1089,HUB-1101,120702.9,transfer,zone_b,22.5903,88.4097,TRAIN-0008,investment_scam,consolidation,fp_8ca023d8d5
TXN-000108,2026-08-22T22:50:27Z,MULE2-1090,HUB-1101,113825.91,transfer,zone_b,22.5424,88.3731,TRAIN-0008,investment_scam,consolidation,fp_c712438bc8
TXN-000109,2026-08-22T22:51:00Z,MULE2-1091,HUB-1101,124641.89,transfer,zone_b,22.5923,88.3441,TRAIN-0008,investment_scam,consolidation,fp_c28b66ea14
TXN-000110,2026-08-22T22:52:32Z,MULE2-1092,HUB-1101,242427.12,transfer,zone_b,22.6009,88.3486,TRAIN-0008,investment_scam,consolidation,fp_9eae0488ac
TXN-000111,2026-08-22T22:54:16Z,MULE2-1093,HUB-1101,270316.35,transfer,zone_b,22.5597,88.3645,TRAIN-0008,investment_scam,consolidation,fp_b5e2d08550
TXN-000112,2026-08-22T22:54:37Z,MULE2-1094,HUB-1101,329241.15,transfer,zone_b,22.6076,88.3961,TRAIN-0008,investment_scam,consolidation,fp_7f43afc964
TXN-000113,2026-08-22T22:55:52Z,MULE2-1095,HUB-1101,254678.63,transfer,zone_b,22.6187,88.3775,TRAIN-0008,investment_scam,consolidation,fp_38407c14f9
TXN-000114,2026-08-22T22:57:42Z,MULE2-1096,HUB-1101,62323.16,transfer,zone_b,22.5379,88.3315,TRAIN-0008,investment_scam,consolidation,fp_299ba61d8b
TXN-000115,2026-08-22T22:59:20Z,MULE2-1097,HUB-1101,61258.62,transfer,zone_b,22.6034,88.3677,TRAIN-0008,investment_scam,consolidation,fp_e96f7af3b8
TXN-000116,2026-08-22T23:00:39Z,MULE2-1098,HUB-1101,86205.2,transfer,zone_b,22.5662,88.387,TRAIN-0008,investment_scam,consolidation,fp_11787a2e96
TXN-000117,2026-08-22T23:01:40Z,MULE2-1099,HUB-1101,209741.32,transfer,zone_b,22.6078,88.397,TRAIN-0008,investment_scam,consolidation,fp_a7a34d6415
TXN-000118,2026-08-22T23:02:35Z,MULE2-1100,HUB-1101,347767.78,transfer,zone_b,22.6108,88.3383,TRAIN-0008,investment_scam,consolidation,fp_960e75be0a
TXN-000119,2026-08-22T11:49:28Z,VICTIM-1102,COLL-1106,446143.99,transfer,zone_a,28.6194,77.183,TRAIN-0009,investment_scam,collection,fp_aa65d4ab2f
TXN-000120,2026-08-22T11:53:31Z,VICTIM-1103,COLL-1106,365532.69,transfer,zone_a,28.6087,77.1607,TRAIN-0009,investment_scam,collection,fp_10333e7d29
TXN-000121,2026-08-22T11:56:01Z,VICTIM-1104,COLL-1106,174320.86,transfer,zone_b,22.563,88.3382,TRAIN-0009,investment_scam,collection,fp_df26b2b6c6
TXN-000122,2026-08-22T12:00:58Z,VICTIM-1105,COLL-1106,54568.0,transfer,zone_a,28.6112,77.2121,TRAIN-0009,investment_scam,collection,fp_3ce62b1f01
TXN-000123,2026-08-22T12:01:47Z,COLL-1106,MULE1-1107,301857.56,transfer,zone_b,22.5947,88.3455,TRAIN-0009,investment_scam,distribution,fp_374515b1ad
TXN-000124,2026-08-22T12:02:36Z,COLL-1106,MULE1-1108,211854.23,transfer,zone_b,22.5418,88.3878,TRAIN-0009,investment_scam,distribution,fp_374515b1ad
TXN-000125,2026-08-22T12:03:25Z,COLL-1106,MULE1-1109,171802.78,transfer,zone_a,28.6364,77.2567,TRAIN-0009,investment_scam,distribution,fp_4342f8ecc5
TXN-000126,2026-08-22T12:04:14Z,COLL-1106,MULE1-1110,192362.13,transfer,zone_a,28.662,77.2423,TRAIN-0009,investment_scam,distribution,fp_4342f8ecc5
TXN-000127,2026-08-22T12:05:03Z,COLL-1106,MULE1-1111,162688.85,transfer,zone_a,28.5866,77.1769,TRAIN-0009,investment_scam,distribution,fp_4342f8ecc5
TXN-000128,2026-08-22T12:05:39Z,MULE1-1107,MULE2-1112,301857.56,transfer,zone_b,22.55,88.4113,TRAIN-0009,investment_scam,layering,fp_989e99f560
TXN-000129,2026-08-22T12:07:35Z,MULE1-1108,MULE2-1113,49737.03,transfer,zone_b,22.5717,88.4012,TRAIN-0009,investment_scam,layering,fp_0ee46dfb1c
TXN-000130,2026-08-22T12:09:08Z,MULE1-1108,MULE2-1114,90672.14,transfer,zone_b,22.551,88.3618,TRAIN-0009,investment_scam,layering,fp_0ee46dfb1c
TXN-000131,2026-08-22T12:10:11Z,MULE1-1108,MULE2-1115,71445.06,transfer,zone_b,22.541,88.319,TRAIN-0009,investment_scam,layering,fp_0ee46dfb1c
TXN-000132,2026-08-22T12:11:33Z,MULE1-1109,MULE2-1116,89451.54,transfer,zone_b,22.53,88.3768,TRAIN-0009,investment_scam,layering,fp_3531cd80d9
TXN-000133,2026-08-22T12:11:59Z,MULE1-1109,MULE2-1117,82351.24,transfer,zone_b,22.5378,88.395,TRAIN-0009,investment_scam,layering,fp_6097b9e824
TXN-000134,2026-08-22T12:13:30Z,MULE1-1110,MULE2-1118,84422.54,transfer,zone_b,22.599,88.3745,TRAIN-0009,investment_scam,layering,fp_4eb72153ee
TXN-000135,2026-08-22T12:15:09Z,MULE1-1110,MULE2-1119,107939.59,transfer,zone_b,22.5452,88.3662,TRAIN-0009,investment_scam,layering,fp_0d066ba20d
TXN-000136,2026-08-22T12:16:44Z,MULE1-1111,MULE2-1120,103881.58,transfer,zone_b,22.6216,88.3444,TRAIN-0009,investment_scam,layering,fp_ff5f2d339d
TXN-000137,2026-08-22T12:18:23Z,MULE1-1111,MULE2-1121,58807.27,transfer,zone_b,22.5286,88.4099,TRAIN-0009,investment_scam,layering,fp_a9c55075cb
TXN-000138,2026-08-22T12:20:03Z,MULE2-1112,HUB-1122,301857.56,transfer,zone_b,22.5437,88.3799,TRAIN-0009,investment_scam,consolidation,fp_0be054c914
TXN-000139,2026-08-22T12:20:53Z,MULE2-1113,HUB-1122,49737.03,transfer,zone_b,22.54,88.3214,TRAIN-0009,investment_scam,consolidation,fp_8be1313750
TXN-000140,2026-08-22T12:22:05Z,MULE2-1114,HUB-1122,90672.14,transfer,zone_b,22.5677,88.3733,TRAIN-0009,investment_scam,consolidation,fp_b8344cde19
TXN-000141,2026-08-22T12:22:29Z,MULE2-1115,HUB-1122,71445.06,transfer,zone_b,22.5457,88.3846,TRAIN-0009,investment_scam,consolidation,fp_339c9e1e6f
TXN-000142,2026-08-22T12:22:58Z,MULE2-1116,HUB-1122,89451.54,transfer,zone_b,22.5913,88.4063,TRAIN-0009,investment_scam,consolidation,fp_1072d9ddec
TXN-000143,2026-08-22T12:24:12Z,MULE2-1117,HUB-1122,82351.24,transfer,zone_b,22.5341,88.3364,TRAIN-0009,investment_scam,consolidation,fp_cef46d3ff3
TXN-000144,2026-08-22T12:25:06Z,MULE2-1118,HUB-1122,84422.54,transfer,zone_b,22.6053,88.321,TRAIN-0009,investment_scam,consolidation,fp_e32dee7032
TXN-000145,2026-08-22T12:26:05Z,MULE2-1119,HUB-1122,107939.59,transfer,zone_b,22.5821,88.3963,TRAIN-0009,investment_scam,consolidation,fp_2518e1e4fa
TXN-000146,2026-08-22T12:27:21Z,MULE2-1120,HUB-1122,103881.58,transfer,zone_b,22.535,88.3828,TRAIN-0009,investment_scam,consolidation,fp_4f7b875a04
TXN-000147,2026-08-22T12:28:15Z,MULE2-1121,HUB-1122,58807.27,transfer,zone_b,22.5726,88.3633,TRAIN-0009,investment_scam,consolidation,fp_f36b1d0a6e
TXN-000148,2026-08-22T22:18:32Z,VICTIM-1123,COLL-1129,477853.83,transfer,zone_c,19.0895,72.8769,TRAIN-0010,investment_scam,collection,fp_07f1cedcb4
TXN-000149,2026-08-22T22:19:18Z,VICTIM-1124,COLL-1129,499807.59,transfer,zone_c,19.0608,72.861,TRAIN-0010,investment_scam,collection,fp_9a9739edfc
TXN-000150,2026-08-22T22:20:11Z,VICTIM-1125,COLL-1129,352526.71,transfer,zone_b,22.5556,88.3833,TRAIN-0010,investment_scam,collection,fp_0621e42347
TXN-000151,2026-08-22T22:22:38Z,VICTIM-1126,COLL-1129,171279.96,transfer,zone_c,19.1074,72.8827,TRAIN-0010,investment_scam,collection,fp_39d52338b6
TXN-000152,2026-08-22T22:26:30Z,VICTIM-1127,COLL-1129,68104.25,transfer,zone_b,22.5541,88.3462,TRAIN-0010,investment_scam,collection,fp_07176d3aba
TXN-000153,2026-08-22T22:29:56Z,VICTIM-1128,COLL-1129,390320.97,transfer,zone_b,22.5884,88.3682,TRAIN-0010,investment_scam,collection,fp_366eb50b25
