case_id,total_volume,tx_count,max_amount,min_amount,mean_amount,std_amount,velocity_tx_per_min,time_span_sec,min_inter_arrival_sec,mean_inter_arrival_sec,std_inter_arrival_sec,rapid_tx_count,burst_ratio,num_nodes,num_edges,max_fan_in,max_fan_out,mean_fan_in,mean_fan_out,sources_only_count,sinks_only_count,convergence_ratio,max_betweenness,mean_betweenness,hop_depth,zone_a_frac,zone_b_frac,zone_c_frac,num_zones_active,ft_investment_scam,ft_digital_arrest,ft_fake_payment_gateway,ft_legitimate_business,account_reuse_ratio,amount_cv,max_to_mean_amount_ratio,recurring_amount_ratio,distinct_device_count,device_consistency_ratio,business_hours_ratio,hour_of_day_std,max_zone_distance_km,current_state,network_risk,predicted_next_action,intervention_priority,potential_exposure_inr,fraud_type,is_fraud,primary_zone
TRAIN-0021,4419709.9799999995,27,497794.17,42699.68,163692.9622222222,112501.0894621849,0.7317073170731707,2214.0,29.0,85.15384615384616,57.99564970422682,10,0.38461538461538464,20,27,9,4,1.35,1.35,5,1,0.1,0.20467836257309943,0.02046783625730994,4,0.0,0.8518518518518519,0.14814814814814814,2,1,0,0,0,1.421,0.687,3.041,0.111,23,0.154,1.0,0.396,1654.8,consolidation,0.76,cashout,HIGH,1104927.0,investment_scam,1,zone_b
TRAIN-0022,1519567.1500000001,6,395131.55,62768.07,253261.19166666668,147204.98781471912,0.5891980360065466,611.0,30.0,122.2,61.16943681283979,1,0.2,7,6,6,1,0.8571428571428571,0.8571428571428571,6,1,0.14285714285714285,0.0,0.0,1,0.3333333333333333,0.0,0.6666666666666666,2,1,0,0,0,1.0,0.581,1.56,0.333,6,0.0,0.0,0.0,1148.1,collection,0.31,other,LOW,1519567.0,investment_scam,1,zone_a
TRAIN-0023,1263274.45,6,374507.79,121704.09,210545.74166666667,92219.41240866944,0.6394316163410302,563.0,71.0,112.6,73.19357895334808,0,0.0,7,6,3,3,0.8571428571428571,0.8571428571428571,3,3,0.14285714285714285,0.3,0.04285714285714286,2,0.0,0.8333333333333334,0.16666666666666666,2,1,0,0,0,1.5,0.438,1.779,0.167,5,0.2,1.0,0.0,1654.8,distribution,0.53,further_layering,MEDIUM,631637.0,investment_scam,1,zone_c
TRAIN-0024,1970868.7799999998,9,386923.4,70386.51,218985.41999999998,98857.86877794264,0.6053811659192825,892.0,24.0,111.5,76.39932684819378,3,0.375,10,9,4,2,0.9,0.9,4,3,0.1,0.2777777777777778,0.04861111111111112,3,0.2222222222222222,0.7777777777777778,0.0,2,1,0,0,0,1.286,0.451,1.767,0.333,7,0.25,1.0,0.0,1303.8,layering,0.55,external_transfer,MEDIUM,656956.0,investment_scam,1,zone_b
TRAIN-0025,5321027.149999999,12,934439.87,127932.09,443418.92916666664,279260.8782222687,0.6091370558375635,1182.0,32.0,107.45454545454545,70.60929632330807,4,0.36363636363636365,13,12,6,3,0.9230769230769231,0.9230769230769231,6,4,0.07692307692307693,0.2727272727272727,0.037296037296037296,3,0.0,0.6666666666666666,0.3333333333333333,2,1,0,0,0,1.333,0.63,2.107,0.167,12,0.0,1.0,0.0,1654.8,layering,0.61,external_transfer,MEDIUM,1773676.0,investment_scam,1,zone_c
TRAIN-0026,2664885.9699999997,17,375402.96,61702.5,156757.9982352941,93930.48308094424,0.8571428571428572,1190.0,20.0,74.375,56.916166420446835,8,0.5,15,17,3,3,1.1333333333333333,1.1333333333333333,2,3,0.06666666666666667,0.13186813186813187,0.023809523809523815,4,0.17647058823529413,0.0,0.8235294117647058,2,1,0,0,0,1.417,0.599,2.395,0.176,12,0.312,1.0,0.243,1148.1,consolidation,0.61,cashout,MEDIUM,666221.0,investment_scam,1,zone_c
TRAIN-0027,1942983.17,6,462760.12,100493.96,323830.5283333333,148450.08991852895,0.40816326530612246,882.0,28.0,176.4,116.10038759625225,1,0.2,7,6,6,1,0.8571428571428571,0.8571428571428571,6,1,0.14285714285714285,0.0,0.0,1,0.5,0.5,0.0,2,1,0,0,0,1.0,0.458,1.429,0.333,6,0.0,1.0,0.408,1303.8,collection,0.29,other,LOW,1942983.0,investment_scam,1,zone_a
TRAIN-0028,5093278.2,12,961402.38,195188.26,424439.85000000003,229847.56515437094,0.6417112299465241,1122.0,55.0,102.0,52.20153254455275,3,0.2727272727272727,13,12,5,3,0.9230769230769231,0.9230769230769231,5,5,0.07692307692307693,0.26515151515151514,0.03787878787878788,3,0.0,0.25,0.75,2,1,0,0,0,1.5,0.542,2.265,0.167,9,0.273,1.0,0.0,1654.8,layering,0.63,external_transfer,MEDIUM,1697759.0,investment_scam,1,zone_c
TRAIN-0029,3459961.33,19,449644.61,51637.2,182103.22789473683,117590.68199340605,0.7063197026022305,1614.0,20.0,89.66666666666667,58.793757171598934,6,0.3333333333333333,20,19,6,4,0.95,0.95,6,9,0.05,0.22807017543859648,0.0206140350877193,3,0.0,0.0,1.0,1,1,0,0,0,1.727,0.646,2.469,0.158,14,0.278,1.0,0.315,0.0,layering,0.61,further_layering,MEDIUM,1153320.0,investment_scam,1,zone_c
TRAIN-0030,84572.45000000001,2,45902.12,38670.33,42286.225000000006,5113.647749117063,1.6666666666666667,72.0,72.0,72.0,0.0,0,0.0,3,2,2,1,0.6666666666666666,0.6666666666666666,2,1,0.0,0.0,0.0,1,0.5,0.0,0.5,2,1,0,0,0,1.0,0.121,1.086,0.5,2,0.0,0.0,0.0,1148.1,emerging,0.25,other,LOW,522371.0,investment_scam,1,zone_a
TRAIN-0031,6597363.66,24,532608.96,90178.43,274890.1525,157048.9274038585,0.7361963190184049,1956.0,20.0,85.04347826086956,69.8410391602827,13,0.5652173913043478,21,24,6,4,1.1428571428571428,1.1428571428571428,6,3,0.14285714285714285,0.22105263157894736,0.02268170426065163,4,0.16666666666666666,0.8333333333333334,0.0,2,1,0,0,0,1.333,0.571,1.938,0.167,20,0.174,0.0,0.338,1303.8,consolidation,0.65,cashout,MEDIUM,1649341.0,investment_scam,1,zone_b
TRAIN-0032,1448677.5699999998,5,474900.03,174182.84,289735.51399999997,138963.87499169534,0.5681818181818181,528.0,69.0,132.0,56.786148545808835,0,0.0,6,5,5,1,0.8333333333333334,0.8333333333333334,5,1,0.16666666666666666,0.0,0.0,1,1.0,0.0,0.0,1,1,0,0,0,1.0,0.48,1.639,0.2,5,0.0,1.0,0.0,0.0,collection,0.3,other,LOW,1448678.0,investment_scam,1,zone_b
TRAIN-0033,1831295.64,6,478852.08,181099.04,305215.94,105128.9593834093,0.3185840707964602,1130.0,181.0,226.0,35.12121865767189,0,0.0,7,6,6,1,0.8571428571428571,0.8571428571428571,6,1,0.14285714285714285,0.0,0.0,1,0.0,0.5,0.5,2,1,0,0,0,1.0,0.344,1.569,0.333,6,0.0,0.0,0.0,1654.8,collection,0.28,other,LOW,1831296.0,investment_scam,1,zone_b
TRAIN-0034,9045596.850000001,25,1809119.37,112765.12,361823.87400000007,329921.3061583019,0.855188141391106,1754.0,21.0,73.08333333333333,41.22885931698463,12,0.5,20,25,7,4,1.25,1.25,6,1,0.1,0.22807017543859648,0.026461988304093565,5,0.0,1.0,0.0,1,1,0,0,0,1.316,0.912,5.0,0.24,23,0.083,0.04,0.2,0.0,cashout_prep,0.77,cashout,HIGH,1809119.0,investment_scam,1,zone_b
TRAIN-0035,9010145.14,16,1194636.57,148343.87,563134.07125,288878.7129932036,0.5263157894736842,1824.0,51.0,121.6,61.364019238824774,1,0.06666666666666667,16,16,6,2,1.0,1.0,6,2,0.0625,0.2571428571428572,0.04672619047619048,5,0.0,0.0,1.0,1,1,0,0,0,1.143,0.513,2.121,0.25,15,0.067,0.0,0.0,0.0,cashout_prep,0.74,cashout,MEDIUM,1802029.0,investment_scam,1,zone_c
TRAIN-0036,2102285.6,15,468244.79,45038.2,140152.37333333335,110708.17009510577,0.7633587786259542,1179.0,31.0,84.21428571428571,28.20305103906469,3,0.21428571428571427,12,15,5,3,1.25,1.25,2,1,0.08333333333333333,0.16363636363636364,0.03181818181818181,4,0.8,0.0,0.2,2,1,0,0,0,1.364,0.79,3.341,0.333,12,0.214,1.0,0.488,1148.1,consolidation,0.76,cashout,HIGH,525571.0,investment_scam,1,zone_a
TRAIN-0037,1846729.6500000001,8,386529.64,74556.11,230841.20625000002,100552.6784762267,0.6299212598425197,762.0,6.0,108.85714285714286,109.84296149720379,5,0.7142857142857143,9,8,4,4,0.8888888888888888,0.8888888888888888,4,4,0.1111111111111111,0.2857142857142857,0.031746031746031744,2,0.0,0.625,0.375,2,1,0,0,0,1.6,0.436,1.674,0.25,6,0.286,1.0,0.0,1654.8,distribution,0.53,further_layering,MEDIUM,923365.0,investment_scam,1,zone_c
TRAIN-0038,1383962.72,5,383762.08,103749.35,276792.544,125131.3935641641,0.4418262150220913,679.0,28.0,169.75,114.42428355321552,1,0.25,6,5,5,1,0.8333333333333334,0.8333333333333334,5,1,0.16666666666666666,0.0,0.0,1,0.6,0.4,0.0,2,1,0,0,0,1.0,0.452,1.386,0.4,5,0.0,1.0,0.0,1303.8,collection,0.26,other,LOW,1383963.0,investment_scam,1,zone_b
TRAIN-0039,1359515.47,10,223481.81,83723.82,135951.547,49548.271560085064,1.2371134020618555,485.0,21.0,53.888888888888886,33.11889356713342,5,0.5555555555555556,9,10,3,2,1.1111111111111112,1.1111111111111112,2,1,0.1111111111111111,0.21428571428571427,0.05753968253968253,4,0.0,0.4,0.6,2,1,0,0,0,1.25,0.364,1.644,0.4,9,0.111,1.0,0.0,1654.8,consolidation,0.77,cashout,HIGH,339879.0,investment_scam,1,zone_c
TRAIN-0040,3962020.5300000003,13,666916.4,133264.94,304770.81,144311.9480774933,0.7558139534883721,1032.0,31.0,86.0,64.35130852664076,6,0.5,14,13,4,3,0.9285714285714286,0.9285714285714286,4,6,0.07142857142857142,0.23076923076923075,0.030219780219780217,3,0.0,0.0,1.0,1,1,0,0,0,1.625,0.474,2.188,0.308,11,0.167,1.0,0.0,0.0,layering,0.68,further_layering,MEDIUM,1320674.0,investment_scam,1,zone_c
TRAIN-0041,479681.75,2,340694.1,138987.65,239840.875,142627.99860406527,1.3953488372093024,86.0,86.0,86.0,0.0,0,0.0,3,2,2,1,0.6666666666666666,0.6666666666666666,2,1,0.0,0.0,0.0,1,0.0,0.0,1.0,1,1,0,0,0,1.0,0.595,1.421,0.5,2,0.0,0.0,0.0,0.0,collection,0.36,other,LOW,479682.0,investment_scam,1,zone_c
TRAIN-0042,4613408.23,15,622691.69,56656.68,307560.54866666667,187540.5492539899,0.6392045454545455,1408.0,27.0,100.57142857142857,80.62421308926827,7,0.5,16,15,6,3,0.9375,0.9375,6,6,0.0625,0.2571428571428572,0.028571428571428574,3,0.2,0.0,0.8,2,1,0,0,0,1.5,0.61,2.025,0.133,12,0.214,0.0,0.352,1148.1,layering,0.49,further_layering,LOW,1537803.0,investment_scam,1,zone_c
TRAIN-0043,91560.04999999999,2,71176.93,20383.12,45780.024999999994,35916.64749330106,0.502092050209205,239.0,239.0,239.0,0.0,0,0.0,3,2,2,1,0.6666666666666666,0.6666666666666666,2,1,0.0,0.0,0.0,1,0.0,0.0,1.0,1,1,0,0,0,1.0,0.785,1.555,0.5,2,0.0,0.0,0.0,0.0,emerging,0.31,other,LOW,620680.0,investment_scam,1,zone_a
TRAIN-0044,5270098.109999999,16,567629.07,85012.99,329381.13187499996,178410.46398433868,0.6258148631029987,1534.0,17.0,102.26666666666667,76.92804306313668,6,0.4,16,16,6,2,1.0,1.0,6,2,0.0625,0.2571428571428572,0.04583333333333334,5,0.0,0.8125,0.1875,2,1,0,0,0,1.143,0.542,1.723,0.25,15,0.067,1.0,0.0,1654.8,cashout_prep,0.9,cashout,HIGH,1054020.0,investment_scam,1,zone_b
TRAIN-0045,1660334.33,6,483906.12,151809.03,276722.38833333337,123342.2926440655,0.39691289966923926,907.0,93.0,181.4,83.10715973969992,0,0.0,7,6,4,2,0.8571428571428571,0.8571428571428571,4,2,0.14285714285714285,0.26666666666666666,0.03809523809523809,2,1.0,0.0,0.0,1,1,0,0,0,1.2,0.446,1.749,0.333,6,0.0,0.0,0.0,0.0,distribution,0.44,further_layering,LOW,830167.0,investment_scam,1,zone_a
TRAIN-0046,7655730.04,21,813966.72,89162.35,364558.57333333336,162954.29340171264,0.6422018348623852,1962.0,23.0,98.1,74.95184418924207,6,0.3,18,21,6,3,1.1666666666666667,1.1666666666666667,6,2,0.1111111111111111,0.2426470588235294,0.02879901960784314,4,0.19047619047619047,0.8095238095238095,0.0,2,1,0,0,0,1.312,0.447,2.233,0.238,17,0.2,0.0,0.402,1303.8,consolidation,0.63,cashout,MEDIUM,1913933.0,investment_scam,1,zone_b
TRAIN-0047,1323662.15,5,341317.2,108621.71,264732.43,96921.80874852031,0.6880733944954128,436.0,67.0,109.0,84.0,0,0.0,6,5,2,3,0.8333333333333334,0.8333333333333334,2,3,0.0,0.30000000000000004,0.05000000000000001,2,1.0,0.0,0.0,1,1,0,0,0,1.667,0.366,1.289,0.4,3,0.5,0.0,0.0,0.0,distribution,0.36,further_layering,LOW,661831.0,investment_scam,1,zone_a
TRAIN-0048,5939415.78,17,643835.29,141776.71,349377.3988235294,142630.2381553207,0.5906195715112912,1727.0,31.0,107.9375,85.22008272701922,5,0.3125,18,17,6,4,0.9444444444444444,0.9444444444444444,6,7,0.05555555555555555,0.2426470588235294,0.023488562091503268,3,0.0,1.0,0.0,1,1,0,0,0,1.545,0.408,1.843,0.235,14,0.188,0.0,0.507,0.0,layering,0.64,external_transfer,MEDIUM,1979805.0,investment_scam,1,zone_b
TRAIN-0049,1689484.9,13,306498.3,21235.36,129960.37692307691,86557.19297511794,0.8049535603715171,969.0,33.0,80.75,52.32959357415614,7,0.5833333333333334,14,13,3,3,0.9285714285714286,0.9285714285714286,3,7,0.07142857142857142,0.1923076923076923,0.026556776556776556,3,0.0,1.0,0.0,1,1,0,0,0,1.857,0.666,2.358,0.154,10,0.25,0.0,0.0,0.0,layering,0.63,further_layering,MEDIUM,563162.0,investment_scam,1,zone_b
TRAIN-0050,667308.56,5,266298.77,55737.23,133461.712,82459.69076096284,0.5940594059405941,505.0,23.0,126.25,90.52209674990964,1,0.25,6,5,5,1,0.8333333333333334,0.8333333333333334,5,1,0.16666666666666666,0.0,0.0,1,0.4,0.6,0.0,2,1,0,0,0,1.0,0.618,1.995,0.2,5,0.0,0.0,0.0,1303.8,collection,0.25,other,LOW,667309.0,investment_scam,1,zone_b
TRAIN-0051,7903172.9,30,683561.86,64102.57,263439.0966666667,158400.91716489266,0.6574141709276844,2738.0,20.0,94.41379310344827,49.157558088674215,6,0.20689655172413793,25,30,5,4,1.2,1.2,5,3,0.16,0.1721014492753623,0.019927536231884056,5,0.0,0.0,1.0,1,1,0,0,0,1.364,0.601,2.595,0.133,24,0.207,0.0,0.379,0.0,cashout_prep,0.76,cashout,HIGH,1580635.0,investment_scam,1,zone_c
TRAIN-0052,6065129.5200000005,25,485764.4,55114.52,242605.18080000003,159765.71727319245,0.6896551724137931,2175.0,21.0,90.625,50.90042495765202,7,0.2916666666666667,20,25,5,4,1.25,1.25,5,2,0.15,0.2046783625730994,0.021637426900584796,4,0.0,0.0,1.0,1,1,0,0,0,1.389,0.659,2.002,0.12,19,0.25,1.0,0.0,0.0,consolidation,0.63,cashout,MEDIUM,1516282.0,investment_scam,1,zone_c
TRAIN-0053,4016863.93,27,803372.79,38009.28,148772.73814814814,150483.21328384828,0.6644790812141099,2438.0,32.0,93.76923076923077,54.81117235915152,5,0.19230769230769232,20,27,9,4,1.35,1.35,4,1,0.1,0.17543859649122806,0.022076023391812867,5,0.8888888888888888,0.0,0.1111111111111111,2,1,0,0,0,1.421,1.011,5.4,0.148,20,0.269,1.0,0.267,1148.1,cashout_prep,0.84,cashout,HIGH,803373.0,investment_scam,1,zone_a
TRAIN-0054,729664.5800000001,14,113618.24,24625.78,52118.89857142857,28544.897899994146,0.9150326797385621,918.0,20.0,70.61538461538461,43.06301286397732,7,0.5384615384615384,13,14,2,3,1.0769230769230769,1.0769230769230769,2,3,0.0,0.15151515151515152,0.03263403263403263,4,0.0,0.0,1.0,1,1,0,0,0,1.4,0.548,2.18,0.143,11,0.231,1.0,0.0,0.0,consolidation,0.79,cashout,HIGH,182416.0,investment_scam,1,zone_c
TRAIN-0055,2299638.59,12,432314.27,43404.72,191636.54916666666,123540.57845649417,0.9079445145018915,793.0,25.0,72.0909090909091,59.574247029156055,4,0.36363636363636365,13,12,2,3,0.9230769230769231,0.9230769230769231,2,7,0.0,0.15151515151515152,0.023892773892773892,3,0.08333333333333333,0.0,0.9166666666666666,2,1,0,0,0,2.0,0.645,2.256,0.167,9,0.273,0.0,0.0,1148.1,layering,0.52,external_transfer,MEDIUM,766546.0,investment_scam,1,zone_c
TRAIN-0056,4884831.449999999,25,472634.96,89095.47,195393.25799999997,97068.68756269252,0.6516072980017376,2302.0,20.0,95.91666666666667,68.30616285561626,8,0.3333333333333333,22,25,5,3,1.1363636363636365,1.1363636363636365,5,3,0.09090909090909091,0.1904761904761905,0.025649350649350647,5,0.84,0.16,0.0,2,1,0,0,0,1.316,0.497,2.419,0.2,23,0.083,0.0,0.0,1303.8,cashout_prep,0.82,cashout,HIGH,976966.0,investment_scam,1,zone_a
TRAIN-0057,1401882.99,6,301592.22,130423.82,233647.165,80595.5656203612,0.5349182763744428,673.0,2.0,134.6,116.13914068908898,2,0.4,7,6,6,1,0.8571428571428571,0.8571428571428571,6,1,0.14285714285714285,0.0,0.0,1,0.0,0.8333333333333334,0.16666666666666666,2,1,0,0,0,1.0,0.345,1.291,0.5,6,0.0,0.0,0.0,1654.8,collection,0.35,other,LOW,1401883.0,investment_scam,1,zone_b
